name,source,discovery_query,repo_url,kept,decision,status,score,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,last_checked
lcyksp/Harmony-Rental,GitHub code search,filename:build-profile.json5 HarmonyOS,https://github.com/lcyksp/Harmony-Rental,False,filtered: missing HarmonyOS PC executable/build evidence,,40,MIT,,ArkTS,ArkTS,Release,发现鸿蒙相关构建/工程线索: ArkTS,公开源码仓库: https://github.com/lcyksp/Harmony-Rental; LICENSE: MIT; README 可访问; Release 页面可访问: https://github.com/lcyksp/Harmony-Rental/releases/tag/v2.1.5,缺少明确 PC 运行证据; 最近 12 个月可能未维护,2026-06-30
zhyingcc/EdgeCloud-FatigueDetection-System,GitHub code search,filename:build-profile.json5 HarmonyOS,https://github.com/zhyingcc/EdgeCloud-FatigueDetection-System,False,filtered: score below 40,buildable,0,License 不明确,,"ArkTS, Qt, C++","hvigor, ArkTS, Stage Model, qmake, cmake, npm",,"发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/zhyingcc/EdgeCloud-FatigueDetection-System; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 可能依赖高权限或系统能力; 最近 12 个月可能未维护; README 信息较少,2026-06-30
XHXYT/Pixark,GitHub code search,filename:build-profile.json5 HarmonyOS,https://github.com/XHXYT/Pixark,False,filtered: missing HarmonyOS PC executable/build evidence,,40,GPL-3.0,一个支持查看插画的第三方Pixiv鸿蒙客户端,"ArkTS, Flutter, HAP","DevEco, ArkTS","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, ArkTS",公开源码仓库: https://github.com/XHXYT/Pixark; LICENSE: GPL-3.0; README 可访问; Release 页面可访问: https://github.com/XHXYT/Pixark/releases/tag/v1.0.2,缺少明确 PC 运行证据; 最近 12 个月可能未维护,2026-06-30
lulululbj/HarmonyWorld,GitHub code search,filename:build-profile.json5 HarmonyOS,https://github.com/lulululbj/HarmonyWorld,False,filtered: missing HarmonyOS PC executable/build evidence,,25,Apache-2.0,Traveling in the HarmonyOS World,ArkTS,"hvigor, ArkTS, Stage Model, npm",,"发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/lulululbj/HarmonyWorld; LICENSE: Apache-2.0; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 最近 12 个月可能未维护; README 信息较少,2026-06-30
Fjie/TestTGFX,GitHub code search,filename:build-profile.json5 HarmonyOS,https://github.com/Fjie/TestTGFX,False,filtered: score below 40,buildable,20,Other,,"ArkTS, Qt, C++, Go","hvigor, ArkTS, Stage Model, Qt for HarmonyOS, qmake, cmake, npm",,"发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, Qt for HarmonyOS, qmake, cmake, npm",公开源码仓库: https://github.com/Fjie/TestTGFX; LICENSE: Other; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据; 可能依赖高权限或系统能力; 最近 12 个月可能未维护,2026-06-30
jiatianbo666/liuping_compare,GitHub code search,filename:build-profile.json5 HarmonyOS,https://github.com/jiatianbo666/liuping_compare,False,filtered: missing HarmonyOS PC executable/build evidence,,0,License 不明确,,ArkTS,"hvigor, ArkTS, Stage Model, npm",,"发现鸿蒙相关构建/工程线索: hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/jiatianbo666/liuping_compare; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 最近 12 个月可能未维护; README 信息较少,2026-06-30
shaoyuanyu/NetAnalyzer,GitHub code search,filename:build-profile.json5 HarmonyOS,https://github.com/shaoyuanyu/NetAnalyzer,False,filtered: missing HarmonyOS PC executable/build evidence,,5,License 不明确,,ArkTS,"DevEco, hvigor, ArkTS, Stage Model, npm",,"发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/shaoyuanyu/NetAnalyzer; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据; 最近 12 个月可能未维护,2026-06-30
limuyang2/ohos-Crop,GitHub code search,filename:build-profile.json5 HarmonyOS,https://github.com/limuyang2/ohos-Crop,False,filtered: missing HarmonyOS PC executable/build evidence,,0,MIT,OpenHarmony Image crop（鸿蒙图片裁剪库）,,,,,公开源码仓库: https://github.com/limuyang2/ohos-Crop; LICENSE: MIT; README 可访问,缺少明确 PC 运行证据; 构建步骤不完整; 最近 12 个月可能未维护,2026-06-30
harmony_timeflow / htf_hardware,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/Harmony_timeflow/hardware_sig,False,filtered: missing HarmonyOS PC executable/build evidence,,10,MIT,htf_hardware：随着harmony_timeflow对OpenHarmony和Linux操作系统的生态支持，自研硬件对软件的兼容性也越来越重要。htf_hardware开源仓库内主要会有使用 EDA 制作的原理图与 PCB 绘制文件，设计说明、用户手册、实验指导等丰富的开源硬件内容，方便各位学习与进行测试。,,,,,GitCode 仓库可访问: https://gitcode.com/Harmony_timeflow/hardware_sig; GitCode License: MIT; 公开源码仓库: https://gitcode.com/Harmony_timeflow/hardware_sig; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/Harmony_timeflow/hardware_sig,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
深圳开源共创 / 开源鸿蒙跨平台及PC开发参考手册,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/szkygc/harmony_learning_crossplatform_pc,False,filtered: missing HarmonyOS PC executable/build evidence,,0,License 不明确,开源鸿蒙跨平台及PC开发参考手册,,,,,GitCode 仓库可访问: https://gitcode.com/szkygc/harmony_learning_crossplatform_pc; 公开源码仓库: https://gitcode.com/szkygc/harmony_learning_crossplatform_pc; GitCode 来源页面可访问: https://gitcode.com/szkygc/harmony_learning_crossplatform_pc,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
hahjee / 鸿蒙生态征文系列活动-开源鸿蒙PC共学营,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/hahjee/openharmony-pc,False,filtered: score below 40,,25,License 不明确,全网招募围绕开源鸿蒙技术核心方向创作的专业技术文章内容（包含但不限于基于开源鸿蒙的PC开发框架及各类语言开发范式等），优质内容有机会获得专属创作激励，实现 “学习鸿蒙技术 + 赢取丰厚奖励” 双丰收！,,,,文本明确命中鸿蒙 PC 关键词: openharmony-pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/hahjee/openharmony-pc; 公开源码仓库: https://gitcode.com/hahjee/openharmony-pc; GitCode 来源页面可访问: https://gitcode.com/hahjee/openharmony-pc,License 不明确; 构建或运行步骤不完整,2026-06-30
GitHub 加速计划 / ol / o-lib,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/gh_mirrors/ol,False,filtered: missing HarmonyOS PC executable/build evidence,,10,GPL-3.0,-sourceO-LIB是一款免费且开源的PC端软件。,,,,,GitCode 仓库可访问: https://gitcode.com/gh_mirrors/ol; GitHub 上游/导入仓库: https://github.com/shiyi-0x7f/o-lib.git; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/gh_mirrors/ol; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/gh_mirrors/ol,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / docs,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/OpenHarmonyPCDeveloper/docs,False,filtered: score below 40,,25,License 不明确,开源鸿蒙PC开发者社区相关资料汇总,,,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/docs; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/docs; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/docs,License 不明确; 构建或运行步骤不完整,2026-06-30
深圳开源共创 / HarmonyOs_PC-PGC,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/szkygc/HarmonyOs_PC-PGC,True,kept,buildable,50,License 不明确,本项目集合包含了多个基于 Qt for HarmonyOS 开发的开源项目，涵盖了 UI 组件、动画效果、图形处理、文本编辑等多个领域的开发实践。,Qt,Qt for HarmonyOS,,文本明确命中鸿蒙 PC 关键词: harmonyos_pc; 发现鸿蒙相关构建/工程线索: Qt for HarmonyOS; 发现 Qt/Electron for HarmonyOS/OpenHarmony 构建说明,GitCode 仓库可访问: https://gitcode.com/szkygc/HarmonyOs_PC-PGC; 公开源码仓库: https://gitcode.com/szkygc/HarmonyOs_PC-PGC; GitCode 来源页面可访问: https://gitcode.com/szkygc/HarmonyOs_PC-PGC,License 不明确,2026-06-30
OpenHarmony PC Developer / ohos_XHbj,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_XHbj,True,kept,buildable,50,License 不明确,自主开发的鸿蒙pc开源笔记,ArkTS,ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_XHbj; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_XHbj; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_XHbj,License 不明确,2026-06-30
OpenHarmony PC Developer / awesome-ohpc,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/OpenHarmonyPCDeveloper/awesome-ohpc,False,filtered: score below 40,,25,License 不明确,开源鸿蒙PC项目和文档合集,,,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/awesome-ohpc; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/awesome-ohpc; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/awesome-ohpc,License 不明确; 构建或运行步骤不完整,2026-06-30
URL Time CN 开源中心 / Electronfor鸿蒙PC,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/url_time/Electron_for_Harmony,True,kept,buildable,50,Apache-2.0,,Electron,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/url_time/Electron_for_Harmony; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/url_time/Electron_for_Harmony; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/url_time/Electron_for_Harmony,构建或运行步骤不完整,2026-06-30
OpenHarmony PC Developer / FtpNextServer,GitCode,鸿蒙 PC 开源软件,https://gitcode.com/OpenHarmonyPCDeveloper/FtpNextServer,True,kept,buildable,50,License 不明确,FtpServer 是一款轻量级开源 FTP 服务器软件，支持 HarmonyOS 系统，一键部署即可快速共享与管理本地文件。,ArkTS,ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/FtpNextServer; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/FtpNextServer; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/FtpNextServer,License 不明确,2026-06-30
坚果派 / 黄鹤开源社区鸿蒙应用,GitCode,鸿蒙 PC 应用 开源,https://gitcode.com/nutpi/huanghe_community_openHarmony_App,False,filtered: missing HarmonyOS PC executable/build evidence,,10,MIT,黄鹤开源技术社区应用，是基于OpenHarmony精心打造的一款综合性开源社区应用。它深度挖掘并充分利用了OpenHarmony的卓越功能与开放性，致力于为开发者、开源项目及开源机构提供一站式信息聚合服务，涵盖热门资讯、开源活动、开源项目、开源人才评价等多维度信息。本项目还提供了一个详尽的解决方案，旨在指导开发者上手简单从零开始构建一个功能完备的开源社区类应用。,,,,,GitCode 仓库可访问: https://gitcode.com/nutpi/huanghe_community_openHarmony_App; GitCode License: MIT; 公开源码仓库: https://gitcode.com/nutpi/huanghe_community_openHarmony_App; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/nutpi/huanghe_community_openHarmony_App,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
M-Robots 官方社区 / robot_middleware,GitCode,鸿蒙 PC 应用 开源,https://gitcode.com/m-robots/robot_middleware,False,filtered: missing HarmonyOS PC executable/build evidence,,15,Apache-2.0,开源鸿蒙机器人核心子系统，机器人操作系统中间件框架，为应用提供了统一编程接口，包括机器人通信和消息传递等功能,Rust,,,,GitCode 仓库可访问: https://gitcode.com/m-robots/robot_middleware; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/m-robots/robot_middleware; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/m-robots/robot_middleware,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
鸿蒙生态服务（深圳）有限公司 / 鸿蒙PC应用生态共建,GitCode,鸿蒙 PC 应用 开源,https://gitcode.com/harmony_ecosystem_services/HarmonyuOSPCApp,False,filtered: score below 40,,25,License 不明确,PC应用在鸿蒙PC上适配移植指南。,,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/harmony_ecosystem_services/HarmonyuOSPCApp; 公开源码仓库: https://gitcode.com/harmony_ecosystem_services/HarmonyuOSPCApp; GitCode 来源页面可访问: https://gitcode.com/harmony_ecosystem_services/HarmonyuOSPCApp,License 不明确; 构建或运行步骤不完整,2026-06-30
深圳技术大学 / 鸿蒙PC适配与应用开发,GitCode,鸿蒙 PC 应用 开源,https://gitcode.com/sztu/PC,True,kept,buildable,45,Apache-2.0,本项目旨在分享鸿蒙PC通用第三方库适配及应用开发经验，为鸿蒙PC适配开发提供参考与借鉴。,,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/sztu/PC; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/sztu/PC; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/sztu/PC,构建或运行步骤不完整,2026-06-30
realhackeris / HiSH,GitCode,鸿蒙 PC 应用 开源,https://gitcode.com/realhackeris/HiSH,False,filtered: missing HarmonyOS PC executable/build evidence,,10,MIT,在鸿蒙上运行Linux Shell，支持手机、平板、PC/2in1，已上架应用市场,,,应用市场,,GitCode 仓库可访问: https://gitcode.com/realhackeris/HiSH; GitCode License: MIT; 公开源码仓库: https://gitcode.com/realhackeris/HiSH; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/realhackeris/HiSH,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
深圳技术大学 / 星闪开发-从开源鸿蒙轻量级内核到应用实践,GitCode,鸿蒙 PC 应用 开源,https://gitcode.com/sztu/sparklink-book,False,filtered: missing HarmonyOS PC executable/build evidence,,10,Apache-2.0,本案例库是深圳技术大学智能物联网通信实验室团队和问沧智能团队所著教材《星闪开发——从开源鸿蒙轻量级内核到应用实践》的配套源码，以新一代国产无线短距通信标准“星闪（NearLink）”中的低功耗接入技术（SLE）为主线，系统阐述从微内核、协议栈到行业应用的全栈嵌入式开发方法。内容完整呈现了基于开源鸿蒙轻量级内核操作系统的嵌入式开发全过程，指导开发者全面实践外设驱动、操作系统、通信组网及物联网应用项目。,,,,,GitCode 仓库可访问: https://gitcode.com/sztu/sparklink-book; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/sztu/sparklink-book; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/sztu/sparklink-book,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
bigmolihuan / hlbmerge_flutter,GitCode,鸿蒙 PC HAP,https://gitcode.com/bigmolihuan/hlbmerge_flutter,False,filtered: missing HarmonyOS PC executable/build evidence,,15,Apache-2.0,全平台将Bilibili缓存视频合并导出为MP4，支持android、windows(10以上)、linux、mac、harmony(仅2in1和PC)、ios，支持B站Android客户端缓存，支持B站Windows客户端缓存，支持B站Mac客户端缓存,Flutter,,,,GitCode 仓库可访问: https://gitcode.com/bigmolihuan/hlbmerge_flutter; GitHub 上游/导入仓库: https://github.com/molihuan/hlbmerge_flutter.git; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/bigmolihuan/hlbmerge_flutter; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/bigmolihuan/hlbmerge_flutter,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
harmony-on-android / HOA,GitCode,鸿蒙 PC HAP,https://gitcode.com/harmony-on-android/HOA,False,filtered: missing HarmonyOS PC executable/build evidence,,0,License 不明确,Harmony on Android. 在Android上直接运行hap,,,,,GitCode 仓库可访问: https://gitcode.com/harmony-on-android/HOA; 公开源码仓库: https://gitcode.com/harmony-on-android/HOA; GitCode 来源页面可访问: https://gitcode.com/harmony-on-android/HOA,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
arkcode / ohos_electron_hap,GitCode,鸿蒙 PC HAP,https://gitcode.com/ohosvscode/ohos_electron_hap,False,filtered: score below 40,,30,License 不明确,📱 一个基于 HarmonyOS 平台的 Electron 应用程序包（HAP）项目模板，提供完整的工具链和示例代码，帮助开发者将 Electron 应用无缝移植到鸿蒙设备。支持悬浮窗、系统权限管理、多窗口协同等鸿蒙原生特性，内置调试工具和权限配置指南。,"ArkTS, Electron",ArkTS,HAP,发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/ohosvscode/ohos_electron_hap; 公开源码仓库: https://gitcode.com/ohosvscode/ohos_electron_hap; GitCode 来源页面可访问: https://gitcode.com/ohosvscode/ohos_electron_hap,License 不明确; 缺少明确 PC 运行证据,2026-06-30
OpenHarmony PC Developer / build_in_harmonyos,GitCode,鸿蒙 PC HAP,https://gitcode.com/OpenHarmonyPCDeveloper/build_in_harmonyos,False,filtered: score below 40,,25,License 不明确,,,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/build_in_harmonyos; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/build_in_harmonyos; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/build_in_harmonyos,License 不明确; 构建或运行步骤不完整,2026-06-30
GitHub推荐项目精选 / ha / harmonyos-tutorial,GitCode,鸿蒙 PC HAP,https://gitcode.com/GitHub_Trending/ha,False,filtered: missing HarmonyOS PC executable/build evidence,,0,License 不明确,鸿蒙操作系统教程。《跟老卫学鸿蒙操作系统开发》,,,,,GitCode 仓库可访问: https://gitcode.com/GitHub_Trending/ha; GitHub 上游/导入仓库: https://github.com/waylau/harmonyos-tutorial.git; 公开源码仓库: https://gitcode.com/GitHub_Trending/ha; GitCode 来源页面可访问: https://gitcode.com/GitHub_Trending/ha,License 不明确; 缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
GitHub 加速计划 / ha / Harmony,GitCode,鸿蒙 PC HAP,https://gitcode.com/gh_mirrors/ha,False,filtered: missing HarmonyOS PC executable/build evidence,,10,MIT,一个用于在运行时修补、替换和装饰 .NET 和 Mono 方法的库,,,,,GitCode 仓库可访问: https://gitcode.com/gh_mirrors/ha; GitHub 上游/导入仓库: https://github.com/pardeike/Harmony.git; GitCode License: MIT; 公开源码仓库: https://gitcode.com/gh_mirrors/ha; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/gh_mirrors/ha,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
harmony-on-android / hap-example,GitCode,鸿蒙 PC HAP,https://gitcode.com/harmony-on-android/hap-example,False,filtered: score below 40,,30,License 不明确,,ArkTS,ArkTS,HAP,发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/harmony-on-android/hap-example; 公开源码仓库: https://gitcode.com/harmony-on-android/hap-example; GitCode 来源页面可访问: https://gitcode.com/harmony-on-android/hap-example,License 不明确; 缺少明确 PC 运行证据,2026-06-30
OpenHarmony-Robot / OpenDesk,GitCode,鸿蒙 PC HAP,https://gitcode.com/openharmony-robot/OpenDesk,True,kept,buildable,45,NOASSERTION,面向通用办公的鸿蒙PC原生企业级智能体解决方案,,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/openharmony-robot/OpenDesk; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/openharmony-robot/OpenDesk; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/openharmony-robot/OpenDesk,构建或运行步骤不完整,2026-06-30
鸿蒙开发工具广场 / DevEcoTesting压力测试工程示例,GitCode,鸿蒙 PC DevEco,https://gitcode.com/OpenHarmonyToolkitsPlaza/DevEcoTestingStressTestDemo,False,filtered: score below 40,,30,MIT_License,利用 DevEco Testing 工具实现自定义测试脚本来达成压力测试示例内容,,DevEco,,发现鸿蒙相关构建/工程线索: DevEco,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/DevEcoTestingStressTestDemo; GitCode License: MIT_License; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/DevEcoTestingStressTestDemo; License 线索: MIT_License; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/DevEcoTestingStressTestDemo,缺少明确 PC 运行证据,2026-06-30
鸿蒙开发工具广场 / DevEcoTesting随机点击测试示例,GitCode,鸿蒙 PC DevEco,https://gitcode.com/OpenHarmonyToolkitsPlaza/DevEcoTestingRandomTouchDemo,False,filtered: score below 40,,30,MIT_License,利用 DevEco Testing 工具实现自定义测试脚本来达成随机点击测试示例内容,,DevEco,,发现鸿蒙相关构建/工程线索: DevEco,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/DevEcoTestingRandomTouchDemo; GitCode License: MIT_License; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/DevEcoTestingRandomTouchDemo; License 线索: MIT_License; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/DevEcoTestingRandomTouchDemo,缺少明确 PC 运行证据,2026-06-30
OpenHarmony PC Developer / JavaScript_Package_For_HarmonyOS,GitCode,鸿蒙 PC DevEco,https://gitcode.com/OpenHarmonyPCDeveloper/JavaScript_Package_For_HarmonyOS,False,filtered: score below 40,,25,License 不明确,,,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/JavaScript_Package_For_HarmonyOS; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/JavaScript_Package_For_HarmonyOS; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/JavaScript_Package_For_HarmonyOS,License 不明确; 构建或运行步骤不完整,2026-06-30
GitHub 加速计划 / hi / HiSH,GitCode,鸿蒙 PC DevEco,https://gitcode.com/gh_mirrors/hi,False,filtered: missing HarmonyOS PC executable/build evidence,,10,MIT,在鸿蒙上运行Linux Shell，支持手机、平板、2in1/PC、TV,,,,,GitCode 仓库可访问: https://gitcode.com/gh_mirrors/hi; GitHub 上游/导入仓库: https://github.com/harmoninux/HiSH.git; GitCode License: MIT; 公开源码仓库: https://gitcode.com/gh_mirrors/hi; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/gh_mirrors/hi,缺少明确 PC 运行证据; 构建或运行步骤不完整,2026-06-30
鸿蒙开发工具广场 / ArkTs代码调用接口分析工具,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/OpenHarmonyToolkitsPlaza/countFuncCallsInTS,False,filtered: score below 40,,35,MIT,提取 ts 代码中所有函数调用和模块引入。,ArkTS,ArkTS,,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/countFuncCallsInTS; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/countFuncCallsInTS; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/countFuncCallsInTS,缺少明确 PC 运行证据,2026-06-30
鸿蒙开发工具广场 / arkTsPlugin,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/OpenHarmonyToolkitsPlaza/arkTsPlugin,False,filtered: score below 40,,35,MIT,适配intellij底座的arkts语言插件,ArkTS,ArkTS,,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/arkTsPlugin; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/arkTsPlugin; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/arkTsPlugin,缺少明确 PC 运行证据,2026-06-30
鸿蒙开发工具广场 / arkTs冗余导入检测工具,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/OpenHarmonyToolkitsPlaza/RedundantImportDetection,False,filtered: score below 40,,35,ISC,用户静态扫描import不合理写法,ArkTS,ArkTS,,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/RedundantImportDetection; GitCode License: ISC; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/RedundantImportDetection; License 线索: ISC; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/RedundantImportDetection,缺少明确 PC 运行证据,2026-06-30
鸿蒙开发工具广场 / JsonToArkTS,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/OpenHarmonyToolkitsPlaza/JsonToArkTS,False,filtered: score below 40,,35,Apache_License_v2.0,将 json 字符串转为 ArkTS 中的数据类，并且可以自动添加 @Trace @ObservedV2 装饰器。可选数据类属性为可空或者为默认值,ArkTS,ArkTS,,发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/JsonToArkTS; GitCode License: Apache_License_v2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyToolkitsPlaza/JsonToArkTS; License 线索: Apache_License_v2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyToolkitsPlaza/JsonToArkTS,缺少明确 PC 运行证据,2026-06-30
qq8864 / LibMediaInfoDemo,GitCode,鸿蒙 PC ArkTS,https://gitcode.com/qq8864/LibMediaInfoDemo,True,kept,buildable,50,License 不明确,在 HarmonyOS/鸿蒙PC ArkTS 侧调用 C/C++ 三方库完整指南demo演示项目。,"ArkTS, C++",ArkTS,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/qq8864/LibMediaInfoDemo; 公开源码仓库: https://gitcode.com/qq8864/LibMediaInfoDemo; GitCode 来源页面可访问: https://gitcode.com/qq8864/LibMediaInfoDemo,License 不明确,2026-06-30
