name,category,status,score,source,repo_url,market_url,demo_url,article_url,license,description,tech_stack,build_method,install_method,harmony_pc_evidence,open_source_evidence,risk,recommendation,last_checked
HarmonyOS PC Developer / test1,桌面软件移植项目,buildable,50,GitCode,https://gitcode.com/HarmonyOSPCDeveloper/ohos_Qt5.12.12,,,,LGPL-3.0,,Qt,,,文本明确命中鸿蒙 PC 关键词: harmonyos pc,GitCode 仓库可访问: https://gitcode.com/HarmonyOSPCDeveloper/ohos_Qt5.12.12; GitCode License: LGPL-3.0; 公开源码仓库: https://gitcode.com/HarmonyOSPCDeveloper/ohos_Qt5.12.12; License 线索: LGPL-3.0; GitCode 来源页面可访问: https://gitcode.com/HarmonyOSPCDeveloper/ohos_Qt5.12.12,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / ohos_Shotcut,终端与运行环境,buildable,50,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Shotcut,,,,GPL-3.0,"开源跨平台视频编辑器（原 mltframework/shotcut，基于 MLT 框架），因 OHOS 仅提供 Qt 5.15、无法承载其 Qt6 主程序，故以 SHELL 壳形态内置 FFmpeg（arm64）承载真实视频播放。针对运行时白屏补齐缺失依赖 libx264.so.164，最终在鸿蒙 PC 跑通""导入视频—时间轴轨道真实时长与缩略图显示—播放""主流程。",Qt,,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Shotcut; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Shotcut; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_Shotcut,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / ohos_logseq,桌面软件移植项目,buildable,50,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_logseq,,,,AGPL-3.0,隐私优先的知识管理平台，复用 OpenHarmony Electron 壳加载其 Web 产物；为避开 better-sqlite3 等桌面原生依赖，改 asset-path 为本地、起本地服务器注入 COOP/COEP/CORP 头支撑 SQLite WASM 与 OPFS、改写 UA 防误判桌面，最终在鸿蒙 PC 跑通块编辑与浏览器端 DB。,Electron,,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_logseq; GitCode License: AGPL-3.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_logseq; License 线索: AGPL-3.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_logseq,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / ohos_phototonic,桌面软件移植项目,buildable,50,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_phototonic,,,,GPL-3.0,基于 Qt+Exiv2 的图像查看/管理器，复用 Qt-for-Harmony 外壳；针对缺 arm64 Exiv2 与桌面回收站/文件 URI 模型不适用，默认走 no-Exiv2 模式打包、归一化 file://、content:// 路径并用 QOhWidgetHelper 适配窗口模式，最终在鸿蒙 PC 正常浏览查看图像。,Qt,,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_phototonic; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_phototonic; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_phototonic,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / fpc4ohos,桌面软件移植项目,buildable,50,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/fpc4ohos,,,,Apache-2.0,"Free Pascal 支持 HarmonyOS 项目,fpc for harmonyOS; lazarus(LCL_Qt5) to harmonyOS",Qt,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/fpc4ohos; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/fpc4ohos; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/fpc4ohos,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / ohos_krita,终端与运行环境,buildable,50,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_krita,,,,GPL-3.0,大型 Qt+KDE 数字绘画软件，因依赖整套 KDE Frameworks 与众多原生库难直接编译，采用 Qt-for-Harmony 包装并分两档构建——默认 SHELL 模式编自包含 Qt 工作区跑通管线、FULL 模式给出依赖静态化路线图，最终 SHELL 版可在鸿蒙 PC 启动可交互窗口。,"Qt, C++",,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_krita; GitCode License: GPL-3.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_krita; License 线索: GPL-3.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_krita,构建或运行步骤不完整,候选观察,2026-06-26
feng8403000 / Heartratemonitoring,桌面软件移植项目,buildable,50,GitCode,https://gitcode.com/feng8403000/Heartratemonitoring,,,,MIT,心率监控electron鸿蒙PC项目,Electron,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/feng8403000/Heartratemonitoring; GitCode License: MIT; 公开源码仓库: https://gitcode.com/feng8403000/Heartratemonitoring; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/feng8403000/Heartratemonitoring,构建或运行步骤不完整,候选观察,2026-06-26
m0_61243965 / Electron数独game,桌面软件移植项目,buildable,50,GitCode,https://gitcode.com/m0_61243965/Electron-shudu-game,,,,MIT,Electron for 鸿蒙PC项目实战案例之数独游戏,Electron,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/m0_61243965/Electron-shudu-game; GitCode License: MIT; 公开源码仓库: https://gitcode.com/m0_61243965/Electron-shudu-game; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/m0_61243965/Electron-shudu-game,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / ohos_carnac_electron,桌面软件移植项目,buildable,50,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_carnac_electron,,,,License 不明确,基于 Electron 移植的 OpenHarmony 键盘操作可视化工具，实时屏幕显示按键与快捷键，适配演示、录课、教学场景。,"ArkTS, Electron",ArkTS,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 发现鸿蒙相关构建/工程线索: ArkTS,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_carnac_electron; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_carnac_electron; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_carnac_electron,License 不明确,候选观察,2026-06-26
jonas-pi/webfolder,终端与运行环境,buildable,45,GitHub repo search,https://github.com/jonas-pi/webfolder,,,,License 不明确,鸿蒙 HarmonyOS NEXT 轻量网址收藏夹：导入 Edge/Chrome HTML 书签，一触即达；支持多搜索引擎与自定义背景。,"ArkTS, HAP, Python","DevEco, hvigor, ArkTS, Stage Model, npm","HAP, Release, 应用市场","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/jonas-pi/webfolder; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/jonas-pi/webfolder/releases/tag/v1.2,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
Hny0305Lin/NLChat_Web,终端与运行环境,buildable,45,GitHub repo search,https://github.com/Hny0305Lin/NLChat_Web,,,,Other,NLChat星闪聊天Web软件，基于星闪Hi2821 Hi3863 WS63等等设备开发SDK代码做的SLE_UART项目的代码，用于在Android设备实现纯星闪链接的文本聊天。,TypeScript,npm,Release,发现鸿蒙相关构建/工程线索: npm,公开源码仓库: https://github.com/Hny0305Lin/NLChat_Web; LICENSE: Other; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Hny0305Lin/NLChat_Web/releases/tag/v1.0.2024.1103,缺少明确 PC 运行证据; 最近 12 个月可能未维护,候选观察,2026-06-26
Wishtohear/bucket-water-oms,开发工具,buildable,45,GitHub repo search,https://github.com/Wishtohear/bucket-water-oms,,,,License 不明确,,"Qt, Flutter, Dart","qmake, npm",Release,"发现鸿蒙相关构建/工程线索: qmake, npm",公开源码仓库: https://github.com/Wishtohear/bucket-water-oms; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/Wishtohear/bucket-water-oms/releases/tag/0.1,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
wang-bin/mdk-sdk,开发工具,buildable,45,GitHub repo search,https://github.com/wang-bin/mdk-sdk,,,,License 不明确,multimedia development kit. download:,"ArkTS, Qt, C++, Flutter, HAP, Shell","ArkTS, Qt for HarmonyOS, qmake, cmake","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: ArkTS, Qt for HarmonyOS, qmake, cmake",公开源码仓库: https://github.com/wang-bin/mdk-sdk; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/wang-bin/mdk-sdk/releases/tag/v0.36.0,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
wswenyue/aklog,终端与运行环境,buildable,45,GitHub repo search,https://github.com/wswenyue/aklog,,,,License 不明确,Android开发利器-AKLog Android developer's Swiss Army Knife for Log ( Installation Run the following in your command-line: $ brew tap wswenyue/aklog && brew install aklog),"Qt, HAP, Python",qmake,"HAP, Release",发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: qmake,公开源码仓库: https://github.com/wswenyue/aklog; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/wswenyue/aklog/releases/tag/v5.3.51,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
netease-kit/nim-uikit-electron,开发工具,buildable,45,GitHub repo search,https://github.com/netease-kit/nim-uikit-electron,,,,License 不明确,网易云信即时通讯界面组件（简称 IM UIKit）是基于 NIM SDK（网易云信 IM SDK） 开发的一款即时通讯 UI 组件库，包括聊天、会话、圈组、搜索、通讯录、群管理等组件。通过 IM UIKit，您可快速集成包含 UI 界面的即时通讯应用。,"Qt, Electron, Vue","hvigor, qmake, npm",Release,"发现鸿蒙相关构建/工程线索: hvigor, qmake, npm",公开源码仓库: https://github.com/netease-kit/nim-uikit-electron; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/netease-kit/nim-uikit-electron/releases/tag/v10.2.1,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
linhay/harmony-next.skills,终端与运行环境,buildable,45,"GitHub repo search, GitHub code search",https://github.com/linhay/harmony-next.skills,,,,License 不明确,"🚀 Expert guidance for HarmonyOS NEXT (API 12+) development. Covers IDE operations, performance tuning, architecture (HAP/HAR/HSP), and automation testing.","ArkTS, Qt, C++, Rust, WebView, Python","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm","HAP, Release, 应用市场","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/linhay/harmony-next.skills; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/linhay/harmony-next.skills/releases/tag/v1.3.29,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
YuanChu-Tec/HMTG,开发工具,buildable,45,GitHub repo search,https://github.com/YuanChu-Tec/HMTG,,https://www.bilibili.com/video/BV1hkZ7YnEMd/,,License 不明确,Telegram for HarmonyOS,"ArkTS, Qt, C++, Rust, HAP","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm","HAP, Release","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/YuanChu-Tec/HMTG; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/YuanChu-Tec/HMTG/releases/tag/HMTG1.0.4,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
Deslord319/security_tool,终端与运行环境,buildable,45,GitHub repo search,https://github.com/Deslord319/security_tool,,,,License 不明确,ho-security-tool,"ArkTS, HAP, Python","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/Deslord319/security_tool; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
OSSD-Course-SYSU-2/ArkTentacle-25320511,开发工具,buildable,45,GitHub repo search,https://github.com/OSSD-Course-SYSU-2/ArkTentacle-25320511,,,,License 不明确,ArkTentacle - 粥批触须,"ArkTS, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/OSSD-Course-SYSU-2/ArkTentacle-25320511; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
xiaobingtech/Shark,开发工具,buildable,45,GitHub repo search,https://github.com/xiaobingtech/Shark,,,,License 不明确,,"ArkTS, Electron, C++","DevEco, hvigor, ArkTS, Stage Model, npm","Release, 应用市场","发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/xiaobingtech/Shark; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/xiaobingtech/Shark/releases/tag/v1.0.6,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
wssAchilles/Harmony,开发工具,buildable,45,GitHub repo search,https://github.com/wssAchilles/Harmony,,,,License 不明确,,"ArkTS, Qt, C++, Flutter, HAP, Dart","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/wssAchilles/Harmony; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
Magic181/HarmonyOS-NoteBook,终端与运行环境,buildable,45,GitHub repo search,https://github.com/Magic181/HarmonyOS-NoteBook,,,,License 不明确,"A personal notebook for HarmonyOS development, including tips, code snippets, and project experiments.","ArkTS, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, npm",公开源码仓库: https://github.com/Magic181/HarmonyOS-NoteBook; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
baishengye/OpenDingDing,终端与运行环境,buildable,45,GitHub repo search,https://github.com/baishengye/OpenDingDing,,,,License 不明确,,"ArkTS, Qt, C++, Go, HAP, TypeScript","DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",HAP,"发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, cmake, npm",公开源码仓库: https://github.com/baishengye/OpenDingDing; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
Redamancy-Xun/EQ_Master-An-AI-Powered-Platform-for-Enhancing-Emotional-Intelligence,终端与运行环境,buildable,45,"GitHub repo search, GitHub code search",https://github.com/Redamancy-Xun/EQ_Master-An-AI-Powered-Platform-for-Enhancing-Emotional-Intelligence,,,https://zhida.zhihu.com/search?q=情绪商数&zhida_source=entity&is_preview=1,License 不明确,EQ_Master——AI赋能的情商提升平台,"ArkTS, Qt, HAP, JavaScript","DevEco, hvigor, ArkTS, Stage Model, qmake, npm","HAP, 应用市场, 源码编译","发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, qmake, npm",公开源码仓库: https://github.com/Redamancy-Xun/EQ_Master-An-AI-Powered-Platform-for-Enhancing-Emotional-Intelligence; README 可访问; 源码目录结构可访问,License 不明确; 缺少明确 PC 运行证据,候选观察,2026-06-26
AsahiLuna/web-develop-demo-in-harmony-os-pc,开发工具,confirmed,45,GitHub code search,https://github.com/AsahiLuna/web-develop-demo-in-harmony-os-pc,,,,MIT,,,,,文本明确命中鸿蒙 PC 关键词: harmonyos pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,公开源码仓库: https://github.com/AsahiLuna/web-develop-demo-in-harmony-os-pc; LICENSE: MIT; README 可访问; 源码目录结构可访问,构建步骤不完整; 最近 12 个月可能未维护,候选观察,2026-06-26
深圳技术大学 / 鸿蒙PC适配与应用开发,未分类桌面应用,buildable,45,GitCode,https://gitcode.com/sztu/PC,,,,Apache-2.0,本项目旨在分享鸿蒙PC通用第三方库适配及应用开发经验，为鸿蒙PC适配开发提供参考与借鉴。,,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/sztu/PC; GitCode License: Apache-2.0; 公开源码仓库: https://gitcode.com/sztu/PC; License 线索: Apache-2.0; GitCode 来源页面可访问: https://gitcode.com/sztu/PC,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony-Robot / OpenDesk,未分类桌面应用,buildable,45,GitCode,https://gitcode.com/openharmony-robot/OpenDesk,,,,NOASSERTION,面向通用办公的鸿蒙PC原生企业级智能体解决方案,,,,文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/openharmony-robot/OpenDesk; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/openharmony-robot/OpenDesk; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/openharmony-robot/OpenDesk,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / ohos_FFmpeg,未分类桌面应用,buildable,45,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_FFmpeg,,,,NOASSERTION,FFmpeg鸿蒙PC平台移植,,,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_FFmpeg; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_FFmpeg; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_FFmpeg,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / CrossShellNext,终端与运行环境,buildable,45,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/CrossShellNext,,,,MIT,免费开源的SSH、Telnet、rlogin协议客户端，适用于鸿蒙系统，主要用于远程服务器管理,,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/CrossShellNext; GitCode License: MIT; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/CrossShellNext; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/CrossShellNext,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / ohos_joplin,普通桌面应用,buildable,45,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/ohos_joplin,,,,NOASSERTION,基于 React Native 的笔记与待办应用，经 RNOH（react-native-harmony）桥接移植，按「存储→安全→网络→WebView→集成」逐项重建原生模块（SQLite、文件、网络、选择器等），最终在鸿蒙 PC 启动并完成笔记/笔记本基本管理。,WebView,,,文本明确命中鸿蒙 PC 关键词: openharmony pc; 文本明确命中鸿蒙 PC 关键词: 鸿蒙 pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_joplin; GitCode License: NOASSERTION; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_joplin; License 线索: NOASSERTION; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/ohos_joplin,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / DevBox,未分类桌面应用,buildable,45,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/DevBox,,,,MulanPSL-2.0,,,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/DevBox; GitCode License: MulanPSL-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/DevBox; License 线索: MulanPSL-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/DevBox,构建或运行步骤不完整,候选观察,2026-06-26
OpenHarmony PC Developer / build,终端与运行环境,buildable,45,GitCode,https://gitcode.com/OpenHarmonyPCDeveloper/build,,,,MulanPSL-2.0,ohos_通用构建配置，已经逐步迁移至'lycium_plusplus' https://gitcode.com/OpenHarmonyPCDeveloper/lycium_plusplus,,,,文本明确命中鸿蒙 PC 关键词: openharmony pc,GitCode 仓库可访问: https://gitcode.com/OpenHarmonyPCDeveloper/build; GitCode License: MulanPSL-2.0; 公开源码仓库: https://gitcode.com/OpenHarmonyPCDeveloper/build; License 线索: MulanPSL-2.0; GitCode 来源页面可访问: https://gitcode.com/OpenHarmonyPCDeveloper/build,构建或运行步骤不完整,候选观察,2026-06-26
HarmonyOS PC Developer / test,未分类桌面应用,buildable,45,GitCode,https://gitcode.com/HarmonyOSPCDeveloper/ohos_vcpkg,,,,MIT,,,,,文本明确命中鸿蒙 PC 关键词: harmonyos pc,GitCode 仓库可访问: https://gitcode.com/HarmonyOSPCDeveloper/ohos_vcpkg; GitCode License: MIT; 公开源码仓库: https://gitcode.com/HarmonyOSPCDeveloper/ohos_vcpkg; License 线索: MIT; GitCode 来源页面可访问: https://gitcode.com/HarmonyOSPCDeveloper/ohos_vcpkg,构建或运行步骤不完整,候选观察,2026-06-26
panedioic/HarmonyBox,终端与运行环境,confirmed,40,GitHub repo search,https://github.com/panedioic/HarmonyBox,,,,License 不明确,"A x86_64 Windows/Linux compatibility layer for HarmonyOS PC, powered by Wine and box64/86.","ArkTS, C++, HAP, C","DevEco, hvigor, ArkTS, Stage Model, cmake, npm",HAP,"文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/panedioic/HarmonyBox; README 可访问; 源码目录结构可访问,License 不明确; 可能依赖高权限或系统能力,候选观察,2026-06-26
harmoninux/HiSH,终端与运行环境,buildable,40,GitHub repo search,https://github.com/harmoninux/HiSH,,,,MIT,在鸿蒙上运行Linux Shell，支持手机、平板、2in1/PC、TV,"ArkTS, C++, WebView, HTML","DevEco, hvigor, ArkTS, Stage Model, cmake, npm","Release, 应用市场","发现鸿蒙相关构建/工程线索: DevEco, hvigor, ArkTS, Stage Model, cmake, npm",公开源码仓库: https://github.com/harmoninux/HiSH; LICENSE: MIT; README 可访问; 源码目录结构可访问; Release 页面可访问: https://github.com/harmoninux/HiSH/releases/tag/release-20260516,缺少明确 PC 运行证据; 可能依赖高权限或系统能力,候选观察,2026-06-26
chenjh16/HarmonyOS-Dev-Env-Skill,终端与运行环境,confirmed,40,GitHub repo search,https://github.com/chenjh16/HarmonyOS-Dev-Env-Skill,,,,License 不明确,,"C++, Rust, Go, HAP, Shell","cmake, npm","HAP, 应用市场","文本明确命中鸿蒙 PC 关键词: harmonyos pc; 发现 HAP 安装包或 HAP 安装线索; 发现鸿蒙相关构建/工程线索: cmake, npm",公开源码仓库: https://github.com/chenjh16/HarmonyOS-Dev-Env-Skill; README 可访问; 源码目录结构可访问,License 不明确; 可能依赖高权限或系统能力,候选观察,2026-06-26
Xichen-Zhang423/claude-remote,终端与运行环境,buildable,40,GitHub repo search,https://github.com/Xichen-Zhang423/claude-remote,,,,MIT,,"ArkTS, Electron, JavaScript","DevEco, ArkTS, npm",,"发现鸿蒙相关构建/工程线索: DevEco, ArkTS, npm",公开源码仓库: https://github.com/Xichen-Zhang423/claude-remote; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
CCdeAIHUB/go-home,终端与运行环境,buildable,40,GitHub repo search,https://github.com/CCdeAIHUB/go-home,,,,MIT,,"ArkTS, Go, WebView",ArkTS,,发现鸿蒙相关构建/工程线索: ArkTS,公开源码仓库: https://github.com/CCdeAIHUB/go-home; LICENSE: MIT; README 可访问; 源码目录结构可访问,缺少明确 PC 运行证据,候选观察,2026-06-26
mRFWq7LwNPZjaVv5v6eo/cihna-dictattorshrip-8,终端与运行环境,buildable,40,GitHub repo search,https://github.com/mRFWq7LwNPZjaVv5v6eo/cihna-dictattorshrip-8,,,,CC-BY-SA-4.0,"反中共政治宣传库。Anti Chinese government propaganda. https://github.com/cirosantilli/china-dictatorship 的备份backup. 住在中国真名用户的网友请别给星星，不然你要被警察请喝茶。常见问答集，新闻集和饭店和音乐建议。卐习万岁卐。冠状病毒审查郝海东新疆改造中心六四事件法轮功 996.ICU709大抓捕巴拿马文件邓家贵低端人口西藏骚乱。Friends who live in China and have real name on account, please don't star this repo, or else the police might pay you a visit. Home to the mega-FAQ, news compilation, restaurant and music recommendations.Heil Xi 卐. 大陆修宪香港恶法台湾武统朝鲜毁约美中冷战等都是王沪宁愚弄习思想极左命运共同体的大策划中共窃国这半个多世纪所犯下的滔天罪恶，前期是毛泽东策划的，中","Qt, Electron, C++, Rust, Go, Flutter, WebView, HTML","qmake, npm",,"发现鸿蒙相关构建/工程线索: qmake, npm",公开源码仓库: https://github.com/mRFWq7LwNPZjaVv5v6eo/cihna-dictattorshrip-8; LICENSE: CC-BY-SA-4.0; 源码目录结构可访问,缺少明确 PC 运行证据; README 信息较少,候选观察,2026-06-26
